Report date,Well ,Project,Mid Night Depth (ft),Comments,Formation,Spud date,Avg. ROP (ft/hr),Flow rate (gpm),Min. RPM (rpm),Max. RPM (rpm),Max. WOB (kip),Min. WOB (kip),TFA (in²)
21/03/2015,BB-1051,BAB,832,"[R1]:DISCUSSED OPERATION, HAZARDS, SP2R# 4,5,6, LPR# 1,2,4. [R2]:WOB 10-15 KLB, RPM 60, 650 GPM. [R3]:WOB 20-30 KLB, RPM 90, GPM 900-950.",MIOCENE CLASTICS,20/03/2015 7:00:00 AM,41.8,954.1,60,70,35,25,0.942
21/03/2015,BB-1061,BAB,"15,310.00",R-1 WASHED UP AND REAM DOWN EVERY STAND DRILLED ,HABSHAN F'MTN,16/02/2015 11:00:00 AM,57.8,286.4,130,140,22,18,0.451
21/03/2015,BB-1064,BAB,"7,375.00",R-1: DISCUSSED LPR #05: CONFINED SPACE ENTRY R-2: OBSERVED TIGHT HOLE AT 4795' & 4310' R-3: CASING HANG ON CHH,SHILAIF F'MTN,13/03/2015 2:00:00 AM,0,,,,,,1.037
1/4/2015,BB-1005,BAB,"7,438.00","R-1:- DISCUSSED LPR #8, SP2R #5.  - RIG EXPECTED MOVE ON 19/04/2015, NEXT LOCATION BB- 918 ** WORK DONE - 70%, DISTANCE 0.5 KM. **LPR VIOLATION : DAY = NIL, MONTH = 06, YEAR = 12.",NAHR UMR F'MTN,11/3/2015,14,702.3,40,50,20,15,1.208
4/4/2015,BB-1065,BAB,"1,466.00","R-1: AT 1150' HAD 150 BBL/HR DYNAMIC LOSSES. DECREASE FLOW         RATE.  R-2: DRL PARAMETERS: 400 -600 GPM, 250 -1000 PSI, WOB=         10-40 KLBS, 1-7 KLBS/FT, 50-80 RPM.          HAD OVERFLOW ON SHAKERS DUE TO SAND PLUGGING         SHAKER SCREENS.         WASH UP AND REAM DOWN EACH STAND DRILLED. PUMP 30 BBL         OF HVP EVERY STAND. R-3: AT 400 GPM HAD UP TO 100 BBL/HR LOSSES CHANGING TO         FLOWING WELL. R-4: TOP OF FISH IN THE HOLE - 959'. FISH CONSIST OF 17½"" BIT +         BIT SUB + 9¾"" DC + 17½"" RR+ 9¾"" DC+ 17½"" RR+ SHOCK SUB + 9¾""         DC + X-OVER + 12 X 8¼"" DC + PARTED X-OVER. ",MIOCENE CLASTICS,1/4/2015 15:00,27.1,400,60,70,30,20,0.785
10/4/2015,BB-1065,BAB,"3,814.00","R-1: WASH UP AND REAM DOWN LAST SINGLE. PUMP 30 BBL HVP         EACH STAND.     ** DRLG PARAMETERS: 800-900 GPM, 1100-1300 PSI, WOB 10-30         KLBS, 80 RPM. ",UMM ER RADHUMA F'MTN,1/4/2015 15:00,63.9,850,70,80,30,25,1.167
11/3/2015,BB-1075,BAB,335,"R-1: DISCUSSED FOLLOWING TOPICS: LPR # 1: ROAD SAFETY RULES. SP2R # 1: PLANNING. R-2: CONDUCTED PRE-ACCEPTANCE TESTS. * FUNCTION TESTED TDS. * TESTED C-O-MATIC & ANTI COLLISION SYSTEM - OK. * PRESSURE TESTED HP MUD LINES @ 300/2500 PSI. * PREPARED 1500 BBLS SPUD MUD. * TESTED FIRE UNIT & SPRINKLING SYSTEM. R-3: MOTOR DETAIL: STAGE 3.5, LOBES 6/7,REV/GAL 0.1. **LPRs: DAILY / MONTHLY / YEARLY                0     /       4           /     9 ** PERFORMED AMBULANCE DRY RUN. ( 36 KM / 38 MIN F/ HABSHAN CLINIC)",MIOCENE CLASTICS,11/3/2015 2:00,48.3,752.4,50,50,10,5,0.942
15/03/2015,BB-1005,BAB,"1,636.00","R-1: DISCUSSED LPR # 6, FALL PREVENTION. SP2R6. R-2: RAN A TOTAL OF 37 JTS OF 18-5/8"" J-55 BTC CSG +         DTO WITH NIPPLE. R-3: PUMPED 200 BBLS LVM FOLLOWED BY 60 BBL 80 PCF          WEIGHTED SPACER. PUMPED ON THE FLY 625 BBL 85 PCF         LEAD FOLLOWED BY 200 BBL 118 PCF TAIL. NO LOSSES,          AND NO SPACER OR CEMENT OBSERVED ON SURFACE.          BELL NIPPLE UNDER STATIC CONDITION, OBSERVED FULL          OF MUD. R-4: SLACKED OFF 18-5/8"" CSG. OBSERVED 1"" MOVMENT.          CONT'D TO WAIT ON CMT AS DIRECTED. R-5: RECEIVED CALL FROM BAB CONTROL ROOM (02-604 3723)         FOR CONDUCTING LARGE SCALE EMERGENCY DRILL IN ND-61         @ 11:00 TO 12:30 HRS. GATHERED ALL CREW TO ASSEMBLY POINT# 01         (EXCEPT THOSE INVOLVED IN THE ONGOING PRESSURE TEST CMT LINES)          AND WAIT FOR INSTRUCTION.  **LPR VIOLATION : DAY = NIL, MONTH - 03, YEAR = 09.",DAMMAM F'MTN,11/3/2015,0,0,,,,,0.785
17/03/2015,BB-1075,BAB,"3,113.00",R-1: DISCUSSED FOLLOWING TOPICS:         LPR # 7: PTW SAFETY CRITICAL EQUIPMENT.         SP2R # 7: USE REINFORCEMENT MATERIALS FOR HIGH                           DIFFERENTIAL PRESSURE ZONES. * OBSERVED NO LOSSES WHILE DRILLING. * R/D AL-MASOOD AERATED PACKAGE IN PROGRESS. * SWEEP HOLE W/ 30 BBL HI-VIS EVERY CONNECTION. * MONIOTRED WELL USING TRIP TANK WHILE POOH. WELL- STATIC.  NEXT LOCATION (BB-1047)STATUS: * RIG MOVE DISTANCE-20O MTS. * NDC LOC PREP. TEAM SURVEYED LOC.T HEY NEED CLEAR AREA   100 M ON ALL SIDES FROM WELL. * NDC WILL NEED 3-4 DAYS TO LEVEL & PREPARE LOCATION AS   PER RIG LAYOUT. * GAS PIPE LINE WORK (HYDROTESTING) IN PROGRESS WILL   COMPLETE BY 21-03-15. * AL-MANSOORI TESTING EQUIPMENTS STILL ON LOCATION-NEED   TO EXPEDITE IN DE-MOBILISE. FOR LOC PREP. * BRINE TANKS OF AL-MANSOORI EXPECTED TO BE EMPTIED BY 18-MARCH    (TOTAL BRINE SENT FOR DISPOSAL-1500 BBLS). * GOT LOCATION & R/MOVE HAND OVER FROM BAB PRODN ON 17-03-2015. ** SCR @ 2751 FT     SPM\tPRESSURE MP # 1\tPRESSURE MP # 2       30 \t           90\t           \t            80       40    \t          110    \t\t           100 **LPRs: DAILY / MONTHLY / YEARLY                0     /       4           /     9  ,UMM ER RADHUMA F'MTN,11/3/2015 2:00,57.9,902.9,70,70,20,20,1.374
19/03/2015,BB-1061,BAB,"12,910.00",R-1 DECISION MADE TO BUILD INC. GRADUALLY FROM 88 DEG. TO 91 DEG. ,HABSHAN F'MTN,16/02/2015 11:00:00 AM,46.8,286.4,100,115,18,10,0.451
20/03/2015,BB-1061,BAB,"14,010.00",R-1 WASHED UP AND REAM DOWN EVERY STAND DRILLED ,HABSHAN F'MTN,16/02/2015 11:00:00 AM,50,286.4,100,140,20,10,0.451
28/03/2015,BB-274,BAB,"9,743.00",R-1: DISCUSSED SP2R # 2 (TORQUE & DRAG SIMULATION)  CUTTING BOXES:  EMPTY = 00 ; FULL = 09,THAMAMA ZONE B,24/03/1991,0,252.9,50,55,12,8,0.518
29/03/2015,BB-1051,BAB,"7,305.00",R-1: MONITORING THE WELL VIA TRIP TANK AND TRIP SHEET R-2: OBSERVED TIGHT SPOTS @ 2236' AND 1980',SHILAIF F'MTN,20/03/2015 7:00:00 AM,0,,,,,,1.037
30/03/2015,BB-1064,BAB,"10,354.00","R-1 : HAD GOOD COMMUNICATION WITH RSS & OTHER TOOLS. R-2 : FILL UP STRING AFTER EVERY 15 STANDS. R-3 : SHALOW TEST TOOLS AT 4000 & 7300 FT, OK.",DEN LST B/ THAM Z H,13/03/2015 2:00:00 AM,0,,,,,,0.902
30/03/2015,BB-1064,BAB,"10,354.00","R-1 : HAD GOOD COMMUNICATION WITH RSS & OTHER TOOLS. R-2 : FILL UP STRING AFTER EVERY 15 STANDS. R-3 : SHALOW TEST TOOLS AT 4000 & 7300 FT, OK.",DEN LST B/ THAM Z H,13/03/2015 2:00:00 AM,0,,,,,,0.902
5/4/2015,BB-1005,BAB,"7,964.00","R-1:- DISCUSSED LPR # 03 & 04, SP2R # 6. R-2:- CONDUCTED FIRE DRILL. - HAD GOOD RESPONCE FROM ALL RIG CREWS. **SCR @ 7817' W/ 82 PCF MUD WEIGHT. MUD PUMP # 1                                          MUD PUMP # 2 30 SPM = 215 PSI                                      30 SPM = 220 SPI 40 SPM = 280 PSI                                      40 SPM = 290 PSI **RIG EXPECTED MOVE ON 19/04/2015, NEXT LOCATION BB- 918 ** WORK DONE - 70%, DISTANCE 0.5 KM.INSTALLED CELLAR. **LPR VIOLATION : DAY = NIL, MONTH = 06, YEAR = 12.",NAHR UMR  F'MTN,11/3/2015,10,752.4,50,60,50,20,1.117
9/4/2015,BB-1064,BAB,"14,100.00","R-1 : DISCUSSED SP2R # 4. R-2 : WASH UP & REAM DOWN EACH STAND PRIOR CONNECTION.        : EACH CONNECTION TAKING TORQUE & DRAG MEASUREMENT.        : TOOK SURVEY ONCE PER STAND OR AS REQUIRE.        : TARGET INCLINATION 89.7 DEG.  OBSERVE NO LOSSES.    MAINTAIN MUD SYSTEM W/ 0.5 PPB ZnCO3. R-3 : OBSERVED STICK/SLIP FROM  12510' TO 12820' HIGH &  12900 ft to 13250 ft SEVERE, ADDED ADCO LUBRICANT & THEN IT   COME DOWN TO LOW  VALUE. R-4 : MAINTAIN ANGLE AS PER THE GEOLOGIST / GEO STEERING INSTRUCTION. ",HAB'N ZONE-1,13/03/2015 2:00:00 AM,68,260.8,130,140,15,10,0.331
9/4/2015,BB-1065,BAB,"2,408.00","R-1:  HAD HARD CEMENT IN SHOE TRACK. R-2: WASH UP AND REAM DOWN LAST SINGLE. PUMP 30 BBL HVP         EACH STAND. ** DRL PARAMETERS: 600-800 GPM, 600-1100 PSI, WOB 10-30 KLBS,     60-80 RPM. ",DAMMAM F'MTN,1/4/2015 15:00,82.1,850,80,90,20,15,1.167
20/04/2015,BB-1064,BAB,"17,717.00",R-1 : DISCUSSED LPR #2: OBTAIN A VALID PTW. R-2 : MAINTAIN TRIP SHEET & TRIP TANK RUNNING.        : FLOW CHECK ON TOP OF BHA. R-3 : PRIOR TO RUN LOGS.,HAB'N ZONE-1,13/03/2015 2:00:00 AM,0,,,,,,0
22/04/2015,BB-317,BAB,"9,605.00","R-1: DISCUSED SP2R # 5 (MAINTAIN GOOD HOLE CLEANING) R-2: BIT DULL GRADING:1-1-WT-A-X-I-NO-TD R-3: SCRAPPED UP-DOWN 3 TIMES W/ 7"" RAZOR BACK F/ 8170' TO 8270'         CONDUCTED KICK DRILL WHILE TRIPPING (GOOD RESPONSE)",THAMAMA SZ B IVL,22/06/1992,0,302,,,,,
22/04/2015,BB-317,BAB,"9,605.00","R-1: DISCUSED SP2R # 5 (MAINTAIN GOOD HOLE CLEANING) R-2: BIT DULL GRADING:1-1-WT-A-X-I-NO-TD R-3: SCRAPPED UP-DOWN 3 TIMES W/ 7"" RAZOR BACK F/ 8170' TO 8270'         CONDUCTED KICK DRILL WHILE TRIPPING (GOOD RESPONSE)",THAMAMA SZ B IVL,22/06/1992,0,302,,,,,
27/04/2015,BB-1065,BAB,"11,020.00","** SPPR # 5: MAINTAIN GOOD HOLE CLEANING PRACTICES. R-1: LENGTH OF FISH IN THE HOLE: 3019', TOP OF FISH = 7841'.         FISH = 6"" RSS BHA + 29 STANDS OF 4"" DP.       * HAD MEETING WITH THE RIG CREW R-2: PARAMETERS BEFORE FISHING : 20RPM-1000 FT/LB,         40 SPM- 300PSI, 215 KLBS HOOK LAOD.       * AFTER ENGAGING THE FISH : 6000 FT/LB,  275 KLBS         HOOK LAOD, 1500PSI (STRING PLUGGED). ",HABSHAN - 1,1/4/2015 15:00,0,,,,,,0.451
28/04/2015,BB-945,BAB,"1,710.00","R-1: DISCUSSED WITH CREW LPR#2 & SP2R #3: MONITOR TORQUE & DRAG ALL THE TIME R-2: OBSERVED LOSSES 80 BPH. REDUCED TO 700 GPM. LOSSES WERE REDUCED @35 BPH. R-3: *BIT GRADING : 1-1-WT-A-E-I-NO-TD (S/N: 78227)         *STATIC LOSSES = 2 BPH         *PERFORMED KICK DRILL WHILE TRIPPING         *PERFORM OFFLINE PRESSURE TEST OF 13 5/8"" BOP STACK. ",DAMMAM F'MTN,25/04/2015 7:00:00 PM,44.8,800,80,90,40,10,0.942
29/04/2015,BB-1065,BAB,"11,020.00",SPPR # 6: MONITOR MUD WEIGHT IN & OUT ALL THE TIME. ,HAB'N ZONE-1,1/4/2015 15:00,0,,,,,,0.451
22/04/2015,BB-1074,BAB,"3,598.00",R-1:-   DISCUSSED LPR #7 PTW SAFETY CRITICAL EQUIPMENTS.   ,UMM ER RADHUMA F'MTN,12/4/2015 3:00,23.9,800,80,90,50,45,0.994
23/04/2015,BB-1005,BAB,"9,321.00","R-1:- DISCUSSED LPR # 01 & 02. DISCUSSED SP²R2. R-2:- REAMED DOWN EVERY CONNECTION. R-3:- ANADRILL MWD TAKE SURVEY & DOWN LINK EVERY CONNECTION. R-4:- CONDUCTED WELL KICK DRILL WHILE DRILLING. - CLOSED HYDRIL IN 35 SEC. - SHUT IN WELL IN 1.½ MINS. R-5:- CONDUCTED WELL KICK DRILL WHILE TRIPPING. - CLOSED HYDRIL IN 35 SEC. - SHUT IN WELL IN 1.½ MINS. SCR @ 9321' W/ 75 PCF MUD WEIGHT. MUD PUMP # 1                          MUD PUMP # 2 30 SPM = 180 PSI                      30 SPM = 180 SPI 40 SPM = 260 PSI                      40 SPM = 260 PSI ** FORMATION TOPS:-  - TOP THAMAMA UNIT CI @ 8529 FT MD / 8388 FT TVD. - TOP THAMAMA UNIT CII @ 8552 FT MD / 8404 FT TVD. - TOP THAMAMA UNIT DENSE C @ 8661 FT MD / 8473 FT TVD. - TOP THAMAMA UNIT 6 @ 8723 FT MD / 8507 FT TVD. - TOP THAMAMA UNIT DENSE 6 @ 8750 FT MD / 8521 FT TVD. - TOP THAMAMA UNIT 7 @ 8771 FT MD / 8531 FT TVD. - TOP THAMAMA UNIT DENSE 7 @ 8833 FT MD / 8558 FT TVD. - TOP THAMAMA UNIT 8 @ 8903 FT MD / 8583 FT TVD. - TOP THAMAMA UNIT DENSE 8 @ 9029 FT MD / 8615 FT TVD. - TOP THAMAMA UNIT 9 @ 9056 FT MD / 8622 FT TVD.. - TOP THAMAMA UNIT DENSE 9 @ 9120 FT MD / 8628 FT TVD. **RIG EXPECTED TO MOVE ON 04/05/2015, NEXT LOCATION BB- 918 ** WORK DONE - 90%, DISTANCE 0.5 KM. ** 4 JTS 30"" CONDUCTOR DRIVEN & CEMENTED. ** WATER WELL # 01 IS COMPLETED PRODUCTION IS 60 BPH.",ZONE D F'MTN,11/3/2015,19.9,571.9,130,130,20,15,
4/5/2015,BB-1065,BAB,"13,213.00",SPPR # 6: MONITOR MUD WEIGHT IN & OUT ALL THE TIME. HALLIBURTON BACK UP LWD TOOLS STILL NOT AVAILABLE IN RIG SITE R-1 WORKING AZIMUTH TO RIGHT BUT IT'S TURNING AGGRESSIVELY LEFT. ,HAB'N ZONE-1,1/4/2015 15:00,44.6,303.5,100,120,15,10,0.451
7/5/2015,BB-1074,BAB,"9,345.00",[R-1] DISCUSSED STUCK PIPE PREVENTION RULES & LPR RULES. [R-2] * WASHED & REAMED EVERY CONNECTION.          * PUMPED HVP EVERY CONNECTION. * CONTROLLED ROP TO 50 FPH DUE TO LIMITED CUTTING BOXES.,UNIT 17,12/4/2015 3:00,40.9,750,100,120,35,20,1.491
8/5/2015,BB-1065,BAB,"16,510.00",SPPR # PLANNING. R-1 WASH UP & REAM DOWN EVERY STAND FACED VERY HIGH TORQUE : 12-14K FT.LB MAINTAIN 1 % LUBRICANT IN THE MUD SYSTEM MAINTAIN 1PPB H2S SCAVENGER IN THE SYSTEM R-2 PERFORMED KICK DRILL WHILE DRILLING ,HAB'N ZONE-1,1/4/2015 15:00,31.6,299.2,110,120,18,15,0.451
9/5/2015,BB-268,BAB,"7,213.00",R-1: DISCUSSED SP2R # 8 (MAINTAIN HOLE STABILITY ALL THE TIME) R-2: OBSERVED MORE METAL CUTTINGS ON DITCH MAGNETS AND CONT  DRESSING THE WINDOW. R-3: STRING MILL 1 (OD= 8.50) / STRING MILL 2 (OD=8.27) / STRING MILL 3 (OD=8.27) R-4: HAD GOOD RESPONSE FROM CREW,,22/08/1990,0,789.8,,,,,
10/5/2015,BB-268,BAB,"7,736.00","R-1: DISCUSSED SP2R # 3 (MONITOR TORQUE ALL THE TIME)  * SCR @ 7324' W/ 80 PCF OBM MUD :- MP-1: 30 SPM - 240 PSI, 40 SPM - 300 PSI. MP-2: 30 SPM - 240 PSI, 40 SPM - 300 PSI.",,22/08/1990,28.3,576.1,100,125,25,15,1.035
14/05/2015,BB-1065,BAB,"17,473.00","\tSPPR # 5: MAINTAIN GOOD HOLE CLEANING PRACTICES. R-1 MAINTAIN 1PPB LUBRICANT & 1% H2S SCAVENGER IN MUD SYSTEM R-2 FACED VERY HIGH TORQUE +15K FT.LB, VERY HIGH VIBRATIONS ON TOOLS *SLOW ROP EVEN WITH GOOD POROSITY (15-20 FT/HOUR ON BTM),  DRILLED ONE STAND IN 7 HOURS *VERY BAD DETECTION & DIFICULTIES TO GET SURVEYS SO, DECLARED TD AT 17473' R-3 WIPE LOG HABSHAN-1 R2: F/15470' TO 15200' W/700FPH SPEED ",HAB'N ZONE-1,1/4/2015 15:00,10.4,320.6,100,110,18,15,0.451
15/05/2015,BB-1060,BAB,"7,522.00","R-1: DRILLING PARAMETERS: 850/930 GPM,2100 PSI,90/110 RPM,5-9KLBS-FT,         WOB: 20-30 KLBS. AVG ROP: 78 FPH R-2: DRILLING PARAMETERS: 930 GPM, 2300 PSI, 100/110 RPM, 7-13KLBS-FT,         WOB: 25-30 KLBS. AVG ROP: 68 FPH SCR @ 7244'  W/ MW 78 PCF. MP#1: 30/40 SPM, 210/280 PSI. MP#2: 30/40 SPM, 200/270 PSI.",SHILAIF F'MTN,28/04/2015 8:00:00 AM,70.8,930,100,110,30,25,
14/04/2015,BB-1065,BAB,"7,420.00","R-1: CIRCULATE 1 CYCLE W/ 900 GPM, 450 CFM & 1 CYCLE WITHOUT         AIR 900 GPM. R-2: HAD TIGHT SPOTS  AT FOLLOWING INTERVALS: F/5650' T/5370'         & F/4700' T/4600'. CLEAR BY BACKREAMING. R-3: TEST FLOAT EQUIPMENT. ",MAUDDUD F'MTN,1/4/2015 15:00,0,,,,,,1.167
19/04/2015,BB-1064,BAB,"17,717.00","R-1 : FILL UP EVERY 20 STDS, MAINTAIN TRIP SHEET & MONITOR VOLUME WITH TRIP TANK. R-2 : SCRAPE THE PACKER SETTING INTERVAL ( 9300 - 9500 FT) 3-4 TIMES WITH CIRCULATION & RECIPROCATION. R-3 : MAINTAIN TRIP SHEET & TRIP TANK RUNNING.        : FLOW CHECK EVERY 3000 FT.        : LOSSES +/- 5 BPH.",HAB'N ZONE-1,13/03/2015 2:00:00 AM,0,,,,,,0
22/04/2015,BB-1065,BAB,"11,020.00","** SPPR # 6: MONITOR MUD WEIGHT IN & OUT ALL THE TIME. R-1: DRILLING PARAMETERS: 590 GPM, 2000 PSI, WOB - 30-35 KLBS,         120-150 RPM.      ** WASH UP AND REAM DOWN EACH STAND DRILLED. R-2: ADD IN MUD SYSTEM 2 PPB OF H2S SCAVENGER FROM 8350'.         ADD 11 PPB OF RE-ENFORCING MATERIAL F/8600'. R-3: HOLE IN GOOD CONDITION.",DENSE HABSHAN - 1,1/4/2015 15:00,26.8,600,130,140,30,25,0.902
25/04/2015,BB-1047,BAB,"9,700.00","R-1: DISCUSSED ABOUT LPR # 6, SP2R # 7 R-2: WHIPSTOCK ORIENTATION 328 DEG + 53 DEG FOR MOTOR REACTIVE          TORQUE = 21 DEG.   NEXT LOC: BB-1073 IS IN SABKHA AREA :GOT GEODETIC & FIELDSERVICE                       HANDOVER , REQUESTED  BAB-13 LOCATION  TO START                     PREPARE LOCATION NOTE:  -MANSOORI WELL TEST PACKAGE: R/U,15%. -WELL CONTROL ASSURANCE & BARRIER VERIFICATION MET: YES. - AT LOC: 2 FIRE FLY UNITS,FOUR 4X4 TLC FOR EMERGENCY EVAC.     WITH 2 DRIVERS **LPRs: DAILY / MONTHLY / YEARLY: 0 / 4 / 18",THAMAMA ZONE H,28/05/2014 3:00:00 AM,5.7,551.8,,,25,25,0.746
30/04/2015,BB-1005,BAB,"11,387.00","R-1:- DISCUSSED LPR # 02, PTW. DISCUSSED SP²R7. R-2:- CONDUCTED WELL KICK DRILL WHILE DRILLING. - CLOSED HYDRIL IN 35 SEC. - SHUT IN WELL IN 1.½ MINS. R-3:- CONDUCTED FIRE DRILL @ 19:30 HRS. - HAD GOOD RESPONCE FROM ALL CREWS.  SCR @ 11008' MUD PUMP # 1                        MUD PUMP # 2 20 SPM = 490 PSI                    20 SPM = 490 PSI 30 SPM = 670 PSI                    30 SPM = 640 SPI 40 SPM = 910 PSI                    40 SPM = 920 PSI -RIG EXPECTED MOVE ON 10/05/2015, NEXT LOCATION BB- 918 ** WORK DONE - 100%, DISTANCE 0.5 KM. ** WATER WELL # 1 & 2 COMPLETED PRODUCTION IS 60 BPH. ** LPR VIOLATION : DAY =NIL, MONTH = 06, YEAR = 08.",ZONE D F'MTN,11/3/2015,43.9,301,100,130,14,10,0.442
2/5/2015,BB-1065,BAB,"11,273.00",SPPR # 3: MONITOR TORQUE & DRAG ALL THE TIME. *HAD EMERGENCY COORDINATION MEETING WITH ND-62 R-1 HALL. CIRC. TO COOL DOWN TOOLS EVERY 5 STDS R-2 NOT RECEIVE ANSWER WHEN SEND DOWN LINK R-3 ORIENTATE TOOL FACE MANUALLY ,HAB'N ZONE-1,1/4/2015 15:00,30.7,290.6,70,100,10,7,0.451
2/5/2015,BB-1047,BAB,"11,055.00","R-1: DISCUSSED ABOUT LPR # 2 & SP2R # 3 R-2: WASH UP & REAM DOWN EACH STD  R-3: CONDUCTED KICK DRILL WHILE DRLG, V.GOOD RESPONSE R-4: MEAN WHILE ADJUST RIG FLOW LINE SENSOR NEXT LOC: BB-1073 IS IN SABKHA AREA :GOT GEODETIC & FIELDSERVICE                       HANDOVER , REQUESTED  BAB-13 LOCATION  TO START              PREPARE LOCATION,NEED GL ACCOUNT TO ISSUE TASK ORDER . NOTE:  -SLB MUD LOGGING UNIT IS RIGGING UP -MANSOORI WELL TEST PACKAGE:   40 % R/U  VERTICAL FLARE STACK ,    GREEN BURNER,ABOUT TO FINISH SURFACE LINES -WELL CONTROL ASSURANCE & BARRIER VERIFICATION MET: YES. - AT LOC: 2 FIRE FLY UNITS,FOUR 4X4 TLC FOR EMERGENCY EVAC.     WITH 2 DRIVERS **LPRs: DAILY / MONTHLY / YEARLY: 0 / 0 / 18",HAB'N ZONE-5,28/05/2014 3:00:00 AM,19.6,541.8,140,140,20,15,1.052
3/5/2015,BB-1005,BAB,"13,325.00","R-1:- DISCUSSED LPR # 08, SUSPENDED LOAD. DISCUSSED SP²R5. R-2:- WASHED / REAMED EVERY CONNECTION. R-3:- ROTATAED STRING @ 120 RPM WHILE CIRCULATION. R-4:- CONDUCTED WELL KICK DRILL WHILE TRIPPING. - CLOSED HYDRIL IN 35 SEC. - SHUT IN WELL IN 1.½ MINS. SCR @ 13325' MUD PUMP # 1                       MUD PUMP # 2 20 SPM = 430 PSI                    20 SPM = 440 PSI 30 SPM = 680 PSI                    30 SPM = 700 SPI 40 SPM = 1000 PSI                  40 SPM = 1000 PSI ** ADCO WELL HEAD ENG. MR. ALI ABBAS KHALIL AL FARDAN ON LOCATION. -RIG EXPECTED MOVE ON 08/05/2015, NEXT LOCATION BB- 918 ** WORK DONE - 100%, DISTANCE 0.5 KM. ** WATER WELL # 1 & 2 COMPLETED PRODUCTION IS 60 BPH. ** MOBILIZING CIVIL EQUIPMENTS & NEW CELLAR FOR RE-ORIENTATION. ** LPR VIOLATION : DAY =NIL, MONTH = NIL, YEAR = 08. ",ZONE D F'MTN,11/3/2015,29.7,301,100,130,10,8,0.442
4/5/2015,BB-1074,BAB,"5,991.00",R-1: -DISCCUSED LPR # 6 FALL PREVENTION.,FIQA F'MTN,12/4/2015 3:00,32,750,30,40,15,10,1.491
9/5/2015,BB-268,BAB,"7,213.00",R-1: DISCUSSED SP2R # 8 (MAINTAIN HOLE STABILITY ALL THE TIME) R-2: OBSERVED MORE METAL CUTTINGS ON DITCH MAGNETS AND CONT  DRESSING THE WINDOW. R-3: STRING MILL 1 (OD= 8.50) / STRING MILL 2 (OD=8.27) / STRING MILL 3 (OD=8.27) R-4: HAD GOOD RESPONSE FROM CREW,,22/08/1990,0,580,,,,,1.035
12/5/2015,BB-1047,BAB,"12,201.00","R-1: DISCUSSED OPERATION, HAZARDS, LPR # 1, 2 & SP2R # 6, 9. R-2: MED. HARD CMT, WOB 10, RPM 50, 225 GPM. R-3: VAC. DEGASSER KEPT RUNNING WHILE DRLG. R-4: TOTAL GAS OUT DECREASED FROM 20% TO 3.8% AFTER CIRC. ** NEXT LOC BB-1073: LOC HANDOVERED FROM PRODUCTION. STILL MOVING     ROAD NOT HANDEDOVER. LOC IN SABKHA, WORK DONE ZERO%. ** AL-MANSOORI WELL TESTING PACKAGE: CONT R/U SURFACE LINES.",ARAB ZONE B,28/05/2014 3:00:00 AM,26.5,501.6,70,120,20,15,0.331
13/05/2015,BB-1047,BAB,"12,815.00","R-1: DISCUSSED OPERATION, HAZARDS, LPR # 2, 3 & SP2R # 9, 4, 6. R-2: WASHUP, REAM DOWN EACH DRILLED STD. R-3: SCHL MUD LOGGING GAS TRAP TOOL SHOWED 20% GAS DECREASED         TO 5% AFTER CIRC. MW IN/OUT 82 PCF. MUD IS LOADED W/ 5PPB ZINC         CARBONATE & 1 PPB SAFE SCAV. R-4: H2S DRILL, V. GOOD RESPONSE. FIRE DRILL, V. POOR EQUIPMENT         & PERFORMANCE. ** TOP OF ARAB ZONE ""D"" @ 12026' MD / 10918' TVD RTKB. ** WELL CONTROL ASSURANCE & BARRIER VERIFICATION MET: YES. ** NEXT LOC BB-1073: LOC HANDED OVER, STILL MOVING ROAD NOT    HANDED OVER, SABKHA AREA, WORK DONE & PREP. IS ZERO PROGRESS. ** AL-MANSOORI WELL TESTING PKG: R/U FLARE LINES, SHIFTED SCHL CMT    UNIT IN ORDER TO SPOT GATCH IN PLACE FOR WELL TESTING UNIT,    SHIFTING & MOVING CMT TANKS & SILOS (IN PROGRESS). ** AT LOC.: 2 x FIREFLY UNITS, FOUR 4x4 TLC FOR EMERGENCY EVAC. W/ 2     DRIVERS IN EACH SHIFT. ** LPRs: DAILY / MONTHLY / YEARLY: 0 / 0 / 18",ARAB ZONE D,28/05/2014 3:00:00 AM,37.2,250.8,140,140,20,10,0.331
15/05/2015,BB-1074,BAB,"10,060.00","R-1:       * DISCUSSED NDC TEN GOLDERN RULES & LRPS.  R-2:       * DRILLED MEDUIM-HARD CMT (5-10 K WOB)               * DRILLED F/COLLAR IN 25 MIN, DRILLED SHOE IN 5 MIN.  R-3:       * SHOE BOND TEST DONE WITH CMT UNIT & RECORDED WITH CHART.  R-4:       * GOOD RESPONSE FROM CREW.   ",HABSHAN ZONE 2 BASE,12/4/2015 3:00,17.5,521.7,40,130,25,20,0.907
