Report date,Well ,Project,Mid Night Depth (ft),Comments,Formation,Spud date,Avg. ROP (ft/hr),Flow rate (gpm),Min. RPM (rpm),Max. RPM (rpm),Max. WOB (kip),Min. WOB (kip),TFA (in²)
3/5/2018,BB-1236,BAB,"5,978.00","R-1:- DISCUSSED ADCO LPR#03 GAS TESTS, SP2R3,            BOP Bolting & Lesson Learn of AD-116 Incident 2017. R-2:- OBSERVED GOOD RESPONCE FROM ALL CREW, HEAD COUNT WITHIN 2 MIN",FIQA F'MTN,19/04/2018 3:00:00 AM,26,802.6,100,120,50,40,0.785
8/5/2018,BB-1260,BAB,"6,460.00","[R-1]DISCUSSED LPR #08(SUSPENDED LOAD) AND SP2R8,GR #8, 100% HSE.  [R-2] 15-25 KLBS, 70 RPM, 750 GPM, 300 CFPM, 1000 PSI, 4-7 KLBS.FT [R-3] 200 BPH DYNAMIC LOSSED, INCREASED AIR PUMPING TO 400 CFPM,  10-20 KLBS, 70 RPM, 750 GPM, 1000-1200 PSI, 4-7 KLBS.FT [R-4] WELL SECURED IN 70 SEC, HEAD COUNT IN 2 MIN. [R-5] GOOD RESPONSE FROM CREW [R-6] HOLE CONDITION VERY GOOD  NEXT LOCATIONS:\t BB-1248WAITING BAB FIELD SERVICE TO ADVICE FOR LOCATION ACCESSIBILITY HANDOVER FROM BFS PENDING \t 2ND NEXT LOCATION  BB-1494WAITING ON GEODETICS AND BFS TO STACK LOCATION. \t TODAY WE RECEIVED HIGH PROFILE VISIT FROM HSE TEAM.\t  ",RUWAYDHA F'MTN,27/04/2018 9:00:00 PM,60,750,65,70,20,10,1.037
9/5/2018,BB-1328,BAB,"14,002.00","R-1 : DISCUSSED SP2R # 09 & LPR #09 BANNED ITEMS,.          CONDUCTED "" HAZARD & NEAR MISSES AWARNESS CAMPAIGN ACADEMY ""   R-2: SECURED WELL IN 90 SEC         HEAD COUNT IN 2 MIN.",THAMAMA SUBZONE B I,14/04/2018 4:00:00 PM,83.3,280.9,120,120,14,10,0.464
12/6/2018,BB-1241,BAB,"12,715.00","R-1: DISCUSSED MUD LOG BOOK, SP2R 03, LPR 02 / GR 02, TRIPPING HAZARDS. R-2: WOB=15-22 KLBS; GPM=280 ; SPP=1605-2000 PSI; RPM=120; TQ=9-11 KLB*FT;         AV.ROP= 68 FT/HR. R-3: DYNAMIC LOSSES +/- 8 BPH.   - NEXT LOCATION BB-1238. * 72% READY. INSTALLED CELLAR. CONFIRMED ORIENTATION W/ GEOMATICS     ENG. ON THE 05-06-18 * 98% MOVING ROAD. * GATCH 0% READY. T.O. 92441715 AL GAYOUM : 1500 M3 GATCH. EMERGENCY    ROAD, ENTRANCES, PARKING, AND CELLAR AREAS * WAITING FOR WW RIG E-DL # 24220 (31-05-18) * AL MUR DRILLING CONDUCTOR HOLE.. ",THAMAMA UNIT-8,28/04/2018 12:00:00 PM,71.3,280.9,120,120,22,15,0.451
4/7/2018,BB-1239,BAB,"5,535.00","R-1:- DISCUSSED  LPR#5 / GR#5, SP2R5 & SSSP COMPLIANCE R-2:- OBSERVED GOOD RESPONCE FROM ALL CREW, HEAD COUNT WITHIN 2 MIN.  R-3:- AIR:600 SCF, GPM:600-700",FIQA F'MTN,19/06/2018 3:00:00 AM,25.5,702.3,110,120,40,30,0.994
7/7/2018,BB-1225,BAB,"4,920.00","R-1:* 15 HSE OBSERVATIONS, 8 BSA.        * DISCUSSED LPR #1 ""ROAD SAFETY RULES"".        * HELD WEEKLY SAFETY MTG - DISCUSSED RECENT INCIDENTS,          100% HSE, IRP ETC"". R-2:* WASHED & REAMED STD/CONNECTION & PUMPED SWEEPS EVERY CONN. R-3:* AERATED DRLG W/ 650 GPM, 300 CFM & 40 -65 WOB. R-4:* ENCOUNTERED TIGHT SPOTS @ 4042', 3970', 3957', 3949', 3919'.          & 3887', 3857', 3844', 3741' & 3680'. BACK-REAMED &          CLEARED TIGHT SPOTS. R-5:* CUMULATIVE BIT REVS - 392,025.  OTHERS:-       * REQUEST MADE T/ DRLG LOGISTICS TEAM FOR LOC. & RIG MOVE ROUTE PREP.       * BB-1234 (LOC. & MOVING RD)& BB-1247 (LOC.) SEEN & APPROVED         BY AD DRLG TRUCK PUSHER.  ",SIMSIMA F'MTN,26/06/2018 3:00:00 PM,12.9,652.1,70,80,60,25,0.994
2/8/2018,BB-1239,BAB,"8,797.00","R-1: DISCUSSED LSR ROLL OUT- HANDS OFF LFIS. R-2: SECURED WELL IN 90 SEC HEAD COUNT IN 2 MIN.  *TRIP TANK RUNNING ALL THE TIME  MAINTAINED TRIP SHEET  NEXT LOCATION BB-1243, (6KMS) WAITING ON GEODETIC TEAM TO RE STAKE LOCATION 8 D8'S WORKING AT LOCATION PREPARATION, PROGRESS: 65 %",THAMAMA SUBUNIT-8I,19/06/2018 3:00:00 AM,0,395,50,60,10,5,0.902
16/08/2018,BB-1247,BAB,"1,282.00",[R-1] DISCUSS LSR : FOLLOW SAFE DRIVING RULE,MIOCENE CLASTICS,13/08/2018 11:00:00 AM,26.5,750,95,100,50,30,0
19/08/2018,BB-1285,BAB,"16,367.00",R-1: LSR# 3 ENERGY ISOLATION,THAMAMA ZONE G,,49.9,270.9,120,120,20,15,0.464
14/09/2018,BB-1332,BAB,"1,680.00",R-1: DISCUSSED SP2R #04 & LSR #04 TOXIC GAS  R:2: SECURED WELLIN 90 SEC HEAD COUNT IN 2 MINTS,DAMMAM F'MTN,12/9/2018 12:00,53,702.3,70,85,25,10,0.994
24/09/2018,BB-1242,BAB,"6,434.00","R-1 : SHOE BOND TEST CONDUCT W / 700 PSI HOLD ( 0.65 PSI/FT ).  R-2 : TOFS TODAY WE DISCUSSED OPERATION:DRILLING  12 1/4"" RSS HOLE  -  RISK/HAZARDS : STUCK DRILL PIPE  -  MINIMIZE CONECTION TIME. *BOP FUCTION TESTING *SP2R2 : PLANNING * LSR SAFE WORKING AT HEIGHT LIFTING OPERATIONS/ CRANE SAFETY  ** 2 WATER WELL PRODUCTIVITY 20 + 70 BBLS *NEXT LOCATION AND RIG MOVE ROADS HANDOVERS RECIVED FROM BAB FEILD SERVICES. *NEXT LOCATION AND RIG MOVE ROADS PREPRATION REJECTED BY ADNOC DRILLING. *NEXT LOCATION AND RIG MOVE ROAD SURVAY IS DONE BY BAB-13 LOCATION * MBH CONTRATORE COMPANY WORKING ON RIG MOVING ROAD *BAB 13 LOCATION TEAM DIDNT ISSUE TASK ORDER TO PREPARE LOCATION *JAR HRS = 132 ",HALUL F'MTN,5/9/2018 7:00,33.7,802.6,90,110,30,20,1.178
28/09/2018,BB-1305,BAB,"5,135.00","R-1: - DISCUSSED LSR# LINE OF FIRE , 100% HSE, IRP, SP2R5 & OIL SPILL/WASTE MANAGEMENT. R-2: - TAKING MWD SURVEYS AT REGULAR INTERVALS TO ENSURE VERTICALITY OF THE WELL.        - SLIDE : 186 FT @ 07.33 HRS        - ROTARY: 733 FT @ 12.3 HRS R-3:- GOOD RESPONSE FROM ALL CREW. R-4:- WELL SECURED WITHIN 1 MIN.GOOD RESPONCE FROM CREW. R-5:- CONTROL PARAMETERS FIRST 200' W/ 650 GPM, 250 CFM,70 RPM & 20 WOB.        - DYNAMIC LOSSES 30 BPH  WW No1: PRODUCTION 55 BBL/HR WW No2: PRODUCTION 55 BBL/HR WW No3: PRODUCTION 60 BBL/HR **MAN LIFT NOT WORKING. **NEXT LOCATION: BB-1301: -HAND OVER FROM FSE.",SIMSIMA F'MTN,,50.5,750,80,80,15,10,0.062
5/10/2018,BB-1233,BAB,"7,080.00","R-1: DISCUSSED SP2R 9, LSR - SAFE MECHANICAL LIFTING, RIG HSE WEEKLY ASSESSMENT IRP CHECKLIST. R-2: OBSERVED OVERPULLS WHILE TRIPPING AT LAFFAN. BACKREAMED PRECAUTINALLY. R-3: WOB=35-40 KLBS; GPM=800 ; SPP=2100 PSI; RPM=120; TQ=8-14 KLB*FT; ROP=45 FT/HR; NO LOSSES. R-4: WOB=35-40 KLBS; GPM=850 ; SPP=2350 PSI; RPM=120; TQ=8-15 KLB*FT; ROP= 34 FT/HR; NO LOSSES.  - CCTV MONITORS AT RM & DS OFFICE NOT WORKING.  NEXT LOCATION BB-1497. ADC REJECTED LOCATION PREPARATION. WAITING ON AFE APPROVAL. E-DL #26002 FROM 18/09/2018. PROGRESS 0%.",SHILAIF F'MTN,17/09/2018 8:00:00 AM,41.8,852.8,120,120,40,35,1.178
6/10/2018,BB-1195,BAB,"8,670.00","[R-1]\tLSR (TOXIC GAS), SP2R#1, RIG HSE INSPECTION OPEN ACTIONS [R-2]\tNOT DYNAMIC LOSSES [R-3]\tFOLLOWING ADNOC ONSHORE GEOLOGIST INSTRUCTIONS.  **CONDUCTED WEEKLY SAFETY MEETING WW#1: 20 BPH WW#2: 30 BPH WW#3: 40 BPH  NEXT LOCATIONS\t PAD-107\tBB-1364, BB-1486, BB-1487 \tREQUEST FOR LOCATION PREPARATION #25863 ON 270818 \tREQUEST FOR RIG MOVE ROAD PREPARATION #25924 050918 \tLOCATION PREPARATION PROGRESS: 75%.  WAITING FOR BFS TO REMOVE PRODUCTION LINES",BAB MEMBER,22/09/2018 6:00:00 PM,49.8,586.9,120,120,35,25,0.902
13/11/2018,BB-1244,BAB,"3,634.00","R-1:-10 HSE OBSERVATIONS, 8 BSA.         - DISCUSSED ""DROP OBJECTS"".         - DISCUSSED LSR - ""BYPASS SAFETY CONTROL"".         - DISCUSSED SP2R # 3 ""MONITOR TORQUE & DRAG ALL THE TIME"".  R-2:- WASHED & REAMED 1 X SINGLE & PUMPED SWEEPS EVERY CONN.        - DYNAMIC LOSSES 10 - 15 BPH . R-3:* CUM BIT REVS @ MID-NIGHT 265800 REVS.\t\t\t\t\t\t\t\t\t \t\t\t\t\t\t\t\t\t OTHERS:  * BB-1502 - LOC. TEAM AWAITING GL- ACCOUNT TO COMMENCE PREP-WORKS.\t\t\t\t\t\t\t\t\t ",UMM ER RADHUMA F'MTN,4/11/2018 20:00,39.3,750,90,110,80,70,0.994
15/11/2018,BB-1249,BAB,"5,641.90",WAITING ON MOVING ROAD HANDOVER FROM FIELD SERVICES  BB-1250 LOCATION PREPARATION REQUEST NO. 27414 BB-1252 LOCATION PREPARATION REQUEST NO. 26303 BB-1256 LOCATION PREPARATION REQUEST NO. 26304,SIMSIMA F'MTN,,14,750,75,85,20,15,0.994
19/11/2018,BB-1270,BAB,"8,299.00","R-1:DISCUSSED LSR#BYPASSING SAFETY CONTROLS,SP2R9 (ALWAYS REMEMBER HIGHLY DEVIATED AND HORIZONTAL WELLS,100 % HSE,JOB SUPERVISON) R-2:ENCOUNTERED TIGHT HOLE AT 6505'. R-3:ATTEMPT TO PULL & PUMP OUT OF HOLE - NO SUCCESS.   FORMATION TOP\t MAUDDUD @ 7420'\t NHR UMR @ 7490'\t BAB MEMBER @ 8245'\t  NEXT LOCATION BB-1518:  * LOCATION PREPARATION 60% (100% LEVELING BY ADNOC DRILLING). * WW-85 RIG MOVING TO SITE.  SECOND NEXT LOCATION PATH DRILLING: BB-1442 , 1410 & 1423: TO VISIT SITE W/ BFS (GAS) ON THE 20TH NOVEMBER 2018.  ",BAB MEMBER,24/10/2018 1:00:00 PM,92,900,85,90,35,30,1.037
23/11/2018,BB-1287,BAB,"9,760.00","R-1: DISCUSSED SP2R #08 & LSR #08 ENERGY ISOLATION  R-2: SECURED WELL IN 90 SEC, HEAD COUNT IN 2 MIN",THAMAMA ZONE F,6/11/2018 14:00,47.3,571.9,130,130,35,30,0.902
26/11/2018,BB-1500,BAB,"1,665.00","R-1: DISCUSSED LSR: WORK AUTHORIZATION & SPPR7 R-2: 700-850 GPM, 65-75 RPM, 15-20 KIPS (GPM ADJUSTED IF THERE IS OVERFLOW) R-3: DYNAMIC LOSSES: 20-30 BPH R-4: CONTROLLED PARAMETER: 650 GPM & 60 RPM R-5: DYNAMIC LOSSES: 15-20 BPH R-7: STATIC LOSSES: 5-10 BPH R-8: IADC: 1-1-WT-A-E-I-NO-TD ",DAMMAM F'MTN,,45.9,700,65,80,35,10,0.785
26/11/2018,BB-1359,BAB,"10,550.00",DISCUSSED:WORK AUTHORISATION/AREA MANGER CHECKLISTS/JOB SUPERVISION SP²R7 R-2: GEOLOGIST CONFIRMED TD AT 10550 FT MD | 9820 FT TVD | 89.81 DEGREE INCLINATION R-3: 4 BPH DYNAMID LOSSES R-4: STATIC LOSSES 2 BPH * WHOLE MUD SYSTEM LOADED BY 3 PPB H2S SCAVENGER BEFORE PENETRATE RESERVOIR\t\t\t\t\t\t\t\t\t\t * ADDED RE-INFORCEMENT MATERIAL UP TO 15 PPB\t\t\t\t\t\t\t\t\t\t * PERFORMED CONFINED SPACE DRILL ON 26-11-2018\t\t\t\t\t\t\t\t\t\t NEXT LOCATION BB-1097  * BAB-133 ISSUED TASK ORDER (NO. 92461171) FOR MBH. EQIPMENT TO BE MOBILIZED BY TOMORROW ,DEN LST B/ THAM Z G,9/11/2018,51.4,601.9,115,120,42,40,0.902
27/11/2018,BB-1277,BAB,"10,218.00","NEXT LOCATION BB-1503 {INJECTION -28] HANDED OVER FROM GEODETIC ON 06-10-2018 - LEVELING IS COMPLETED. STILL NEED GATCH  AND 90% CELLAR INSTALLED, GEODETIC CHECKED -OK *ONE  WATER WELL DRILLING IN PROGRESS *SECOND WELL IS BB-1523 & THIRD WELL IS BB-1524 & RM SENT TO GEODETIC  R:1-SP2R-08-MAINTAIN HOLE STABILITY ALL THE TIME   , LSR# 03 -CONFINED SPACE -OBTAIN AUTHORIZATION BEFORE ENTERING A CONFINED SPCE ( 100% HSE- HSE OBSERVATION REPORTING ) R:2- GOOD RESPONSE FRON CREW R:3-RPM- 120 , GPM-550   ,    WOB-25-30   ,",THAMAMA ZONE E,13/11/2018,47.9,561.8,120,120,30,25,0.902
27/11/2018,BB-1498,BAB,"1,048.00","R-1: DISCUSSED SP2R 8, LSR - CONFINED SPACE, 100% HSE - HSE OBSERVATION REPORTING. R-2: WOB=15-30 KLBS; ROP= 66 FT/HR; GPM=500-550 GPM; SPP=450-500 PSI; RPM=50-60; TQ=2-5.5 KLB*FT. R-3: HAD GOOD RESPONSE FROM CREW, SECURED THE WELL IN: 1.5 MIN. R-4: WOB=25-40 KLBS; ROP= 52.5 FT/HR; GPM=600-800; SPP=650-1200 PSI; RPM=50-60; TQ=3.5-6.5 KLB*FT. R-5: WOB=30-50 KLBS; ROP= 57 FT/HR; GPM=900; SPP=1600-1700 PSI; RPM=60-80; TQ=5-10 KLB*FT. R-6: HAD GOOD RESPONSE FROM CREW, SECURED THE WELL IN: 1 MIN.  NOTE: - BIT REV. 63000  CURRENT LOCATION: BB-1498. - RIG WW-103: DRILLING WW # 3. WW # 1 (40 BPH). WW # 2 (65 BPH). NEXT LOCATION: BB-1502: - UNDER ADNOC DRILLING. 60% READY. MOVING ROAD ENTRANCE 0%. - REQUESTED GAS FS RIG MOVER ROAD HO (24/11/18).",MIOCENE CLASTICS,,57.7,902.9,50,80,50,15,0.785
1/12/2018,BB-1117,BAB,"6,851.00","R-1: LIFESAVING RULES AND CURRENT ACTIVITIES. R-2: LOSSES @ +/- 40 BPH.  WW No1: PRODUCTION 55 BBL/HR WW No2: PRODUCTION 60 BBL/HR  NEXT LOCATION BB-1254, LOCATION AND MOVING ROAD HANDED OVER ON 29/11/2018. 0% READY.  THE 2ND NEXT LOCATION BB-1401, LOCATION HANDED OVER ON 29/11/2018. 0% READY.",SHILAIF F'MTN,,54.2,950,70,85,30,15,1.037
2/12/2018,BB-1498,BAB,"5,456.00","R-1: DISCUSSED SP2R 4, LSR -TOXIC GAS, PTES - MANRIDING PERMIT (JSA + CHECKLIST). R-2: WOB=10-40 KLBS; GPM=950; SPP=2200 PSI; RPM=90; TQ=6-15 KLB*FT; AV. ROP=150 FPH; R-3: WOB=10-20 KLBS; GPM=750-800; RPM=70-75; TQ=5-13 KLB*FT; AV. ROP =62 FPH; NO LOSSES. R-4:WOB=10-25 KLBS; GPM=850; RPM=80; TQ=6-15 KLB*FT; AV. ROP=90 FPH;",SIMSIMA F'MTN,,135.6,953.1,70,90,40,10,1.037
4/12/2018,BB-1237,BAB,"12,705.00",R-1:  - DISCUSSED DAILY RIG OPERATIONS AND ACTIVITIES             SP2R6. LSR - LINE OF FIRE.            100% HSE. HSE OBSERVATION REPORTING. R-2:  - WASHED AND REAMED EVERY STAND.   *** NEXT WELL BU-908 HANDED OVER FROM GEODETIC. HANDED OVER LOCATION       FROM BU-HASA FIELD SERVICE. MBH ASSIGNED TO PREPARE LOCATION.       PROGRESS -45%. 4 X D8 WORKING ON LOCATION.      HANDED OVER RMR FROM BUHASA BORDER TO LOCATION BU-908.      HANDED OVER RMR FROM BB-1237 TO BU-HASA BORDER. *** 2ND NEXT LOCATION BU-909 HANDED OVER FROM GEODETIC. PROGRESS -0%      HANDED OVER LOCATION FROM BU-HASA FIELD SERVICE.,THAMAMA UNIT-12,28/10/2018 6:00:00 AM,56,301,120,120,17,15,0.46
4/12/2018,BB-1249,BAB,"10,625.00",WW-86 REPORTED ON BB-1250 LOCATION.,BAB MEMBER,,35.2,250.8,100,120,15,10,0.464
4/12/2018,BB-1364,BAB,"16,130.00","[R-1]\tLSR (LINE OF FIRE), SP2R#6, REPORTING HSE OBSERVATIONS & 100 % HSE [R-2]\tDYNAMIC LOSSES: 15-25 BPH [R-3]\tDRILLING WITH CONTROLLED RPM (110-120) AND MAX TORQUE 12 KLBS-FT DUE TO TDS UNNORMAL NOISE. FOLLOWING ADNOC DRILLING SUPPORT TEAM RECOMMENDATIONS [R-4]\tCHECKING TDS MOTOR TEMPERATURE EVERY CONNECTION  [R-5]\tBACK REAM AND REAM DOWN EVERY STD DRILLED [R-6]\tPOOR DECODING WITH MUD PUMP# 1, CHANGE TO PUMP #2. OK [R-7]\tDYNAMIC LOSSES: 25-30 BPH [R-8]\tOBSERVED MW OUT FLUCTUATING BETWEEN 9.7 TO 10.1 PPG. TIME TO TIME OBSERVE WELL. STATIC LOSSES: 12 BPH  **DISPENSATION TO EXTEND BOP TEST FOR THREE DAYS. **MUD SYSTEM LOADED WITH 1.2% LUBRICANT AND 2.5 PPB H2S EXCAVENGER\t WW#1\t40 BPH WW#2\t15 BPH  NEXT LOCATIONS\t PAD-107\tBB-1486 \tCELLAR + CONDUCTOR INSTALLED AND CHECKED BY BAB GEOMATICS ENG AND GE WELLHEAD ENG. \tBB-1487 \tWAITING DTR FOR CELLAR AND CONDUCTOR PIPE",THAMAMA SUBZONE AIU,24/10/2018 4:00:00 AM,37.4,270.9,120,120,20,15,0.464
8/12/2018,BB-1117,BAB,"9,390.00","R-1: LIFESAVING RULES AND CURRENT ACTIVITIES.  WW No1: PRODUCTION 55 BBL/HR WW No2: PRODUCTION 60 BBL/HR  NEXT LOCATION BB-1254, LOCATION AND MOVING ROAD HANDED OVER ON 29/11/2018. LOCATION PREPARATION CONDUCTED SURVEY ON SABKHA AREA LOCATION. 0% READY.  THE 2ND NEXT LOCATION BB-1401, LOCATION HANDED OVER ON 29/11/2018.",THAMAMA SUBZONE B V,,35,585,120,120,20,20,0.902
9/12/2018,BB-1275,BAB,300,R-1:- DISCUSSED THE FOLLOWING:  LSR BYPASSING SAFETY CONTROLS  AND RIG MOVE SAFETY PRECAUTIONS. R-2: RIG MOVE FROM BB-1301 TO BB-1275: - TOTAL MOVING DISTANCE = 30 METERS - TOTAL MOVING HRS = 49 HRS ACT/ 56 HRS PLAN  *CONDUCTED AMBULANCE DRYRUN (19 KM IN 20 MINS)  **NEXT LOCATION: BB - 1276.  ,,,64.5,652.1,45,45,11,11,0.785
12/12/2018,BB-1359,BAB,"16,563.00","[R-1]: DISCUSSED : ELETRICAL ISOLATION / SP²R3 TOXIC GAS, PTWS, COLD PERMIT [R-2]: 38 JNTS OF 4"" HWDP ADDED BETWEEN 4"" DP AND 5 1/2"" DP TO INCREASE TORQUE LIMIT OF STRING AS PER NEW BHA RECEIVED FROM OFFICE R-3]]: BROKE CIRCULATION EVERY 7 STANDS TO COOL DOWN BAKER BHA TEMPREATURE [R-4]: LOSSES 5 BPH [R-5]: CIRCULATE WITH 75 PCF NDF AS PER MOC  [R-6]: TIGHT SPOT AT 13710 FT AND DRAQ FORCES INCREASED, ATTEMPT TO WASH DOWN BUT NO SUCCESS, CONTINUED WITH REAM DOWN NEXT LOCATION BB-1097 * WAITING ON 100 M3 GATCH FOR LOCATION  * WAITING ON WW RIG * RIG MOVE ROAD TO BE CHECKED",DEN LST B/ THAM Z H,9/11/2018,0,273.5,80,100,,,0.46
9/5/2018,BB-1241,BAB,"5,087.00","R-1: DISCUSSED BOP INSPECTION, SP2R 9, LPR 9 / GR 9, AREA MANAGERS CHECKLISTS.  NEXT LOCATION BB-1238. 0% READY. REQUESTED ADNOC DRILLING TRUCK PUSHER TO ACCEPT LOCATION FOR PREPARATION ON 08/05/2018.",SIMSIMA F'MTN,28/04/2018 12:00:00 PM,65.4,802.6,100,130,80,60,0.746
1/6/2018,BB-1241,BAB,"8,600.00","R-1: DISCUSSEDFLARE & VENT LINES, SP2R 1, LPR 1 / GR 1, 100% HSE "" I AM DIFFERENCE "". R-2: WOB=20-25 KLBS; RPM=120; TQ=8-10 KLB*FT; GPM=550; SPP=1000 PSI. R-3 HAD GOOD RESPONSE FROM CREW, SECURED THE WELL IN: 1.2 MIN.   -NEXT LOCATION BB-1238. * 22% READY. AL GAYOUM WORKING WITH 5 D-8 IN LOCATION. * E-DL # 24219: 1500 M3 GATCH. EMERGENCY ROAD, ENTRANCES, PARKING,    AND CELLAR AREAS (31-05-18) * E-DL # 24220: WW RIG (31-05-18) * RM (31-05-18) AL MUR ",THAMAMA UNIT-8,28/04/2018 12:00:00 PM,14.3,551.8,120,120,25,20,0.902
8/8/2018,BB-1238,BAB,"8,591.00",,DENSE B,15/07/2018 12:00:00 PM,0,,,,,,1.178
9/8/2018,BB-1238,BAB,"8,591.00","R-1: DISCUSSED BOP TESTING SP2R# 09 , LSR# 09 - LINE OF FIRE. R-3: OBSERVED AND MONITORED FLOW THOUGH WIND VALVE OF CHH. MEASURE         0.9 BPH. INFORMED OFFICE. DECISIONIS TAKEN TO RIH WITH 9-5/8"" CSG.  **NEXT LOCATION BB-1233.  * ADC REJECTED LOCATION PREPARATION. ALGAYOUM TO #92446245 (18/07/2018). * PROGRESS 33%. ALGAYOUM LEVELLING LOCATION. (8 x D-8) * AD TRUCK PUSHER CONFIRMED REQUIREMENT OF GATCH. (05-08-18) * GATCH REQUEST E-DL #24730. T.O. 92448488 ALGAYOUM ",DENSE B,15/07/2018 12:00:00 PM,0,,,,,,1.178
11/8/2018,BB-1239,BAB,"8,797.00",R-1: DISCUSSED LSR ROLL OUT- TOXIC GAS. R-2: SCENARIO: FIRE AT MP'S AREA. HEAD COUNT 2 MINS.          GOOD REPSONSE F/ FIREFIGHTHING CREW.         GOOD RESPONSE. SECURE WELL IN 90 SECONDS. HEAD COUNT IN 3 MINS.  SCR                30        40     SPM  MP-1               20       50      PSI  MP-2               20       50      PSI  *WATER WELL RIG 105 ON BB-1243 SINCE 07 AUGUST 2018,THAMAMA SUBUNIT-8I,19/06/2018 3:00:00 AM,0,540,40,42,10,6,0
28/08/2018,BB-1238,BAB,"12,600.00","R-1: DISCUSSED BOP INSPECTION, SP2R# 01, LSR# 09 - HOT WORK. R-2: WOB=15-20 KLBS; GPM=290 ; SPP=1850 PSI; RPM=120; TQ=5-10 KLB*FT;         AV.ROP=72 FT/HR;  ** NEXT LOCATION BB-1233. PROGRESS 50%.  -  CELLAR POSITION&ORIENATION ACCEPTED BY GEODETIC. -  R/U WATER WELL RIG. WAITING ON AL-MUR CONDUCTOR DRIVING MACHINE. -  WAITING ON APPROVAL OF GATCH REQUEST FOR INCREASING LOCATION     ELEVATION 1M E-DL #25833 FROM 22/08/2018. ",THAMAMA UNIT-8,15/07/2018 12:00:00 PM,73.7,290.9,120,120,20,15,0.451
10/9/2018,BB-1308,BAB,"4,495.00","R-1: DISCUSSED LIFE SAVING RULES, SP2R & AND CURRENT ACTIVITIES. R-2: SECURED WELL IN 90 SEC, HEAD COUNT IN 2 MINTS. R-3: TRIP TANK RUNNING, MAINTAINED TRIP SHEET   WW No1: PRODUCTION 55 BBL/HR WW No2: PRODUCTION 60 BBL/HR  NEXT LOCATION BB-1210 LOCATION 100% READY.  2ND NEXT LOCATION BB-1117 LOCATION LEVELING COMPLETE. RECEIVED CONDUCTOR PIPE 1 X 40"", 3 X 30"" ON 08/09/2018",UMM ER RADHUMA F'MTN,,88.2,850,55,80,20,5,1.167
3/9/2018,BB-1238,BAB,"9,986.00","R-1: DISCUSSED PVT TEST, SP2R# 07, LSR# 04 - BYPASSING SAFETY CONTROLS. R-2: RPM=70; TQ=4-5 KLB*FT; GPM=220; SPP=1200 PSI;  - NEXT LOCATION BB-1233. PROGRESS 50%.  - CELLAR POSITION&ORIENATION ACCEPTED BY GEODETIC. - WW-86 CONTINUED DRILLING WW#2. 30"" CONDUCTOR CEMENTED ON 01/09/2018. - WAITING ON APPROVAL OF REQUEST FOR INCREASING LOCATION ELEVATION    1M E-DL #25833 FROM 22/08/2018. - WAITING ON APPROVAL OF T.O. FOR GATCH & GRADER. E-DL #25901 &25900    FROM 02/09/2018",THAMAMA UNIT-9,15/07/2018 12:00:00 PM,0.4,220.7,,,,,0.451
8/9/2018,BB-1238,BAB,"14,982.00","R-1: DISCUSSED BOP TESTING, SP2R# 03, LSR# 09 - LINE OF FIRE. R-2: CREW SHOWED GOOD RESPONSE. HEAD COUNT 2.5 MIN. RESCUE TEAM         READY W/SCBA. CLEAN SHAVEN POLICY REMINDER.         FIRE FIGHTING BRIGADE EXERCISED WEARING FIRE SUITS.          TESTED FIRE UNIT - OK. R-3: HAD GOOD RESPONSE FROM CREW, SECURED THE WELL IN: 1.3 MIN.  NOTE: CCTV MONITORS AT RM & DS OFFICE NOT WORKING.  - NEXT LOCATION BB-1233. PROGRESS 68%.  - CELLAR POSITION&ORIENATION ACCEPTED BY GEODETIC. - WW-86 CONTINUED DRILLING WW#2. 30"" CONDUCTOR CEMENTED ON 01/09/2018. - ALGAYOUM STARTED INCREASING LOCATION ELEVATION 06/09/2018.",THAMAMA UNIT-9,15/07/2018 12:00:00 PM,0,,,,,,0.451
9/9/2018,BB-1238,BAB,"14,982.00","R-1: DISCUSSED SLOW PUMP RATE, SP2R# 04, LSR# 10 - HOT WORK.   NOTE: CCTV MONITORS AT RM & DS OFFICE NOT WORKING.  - NEXT LOCATION BB-1233. PROGRESS 70%.  - CELLAR POSITION&ORIENATION ACCEPTED BY GEODETIC. - WW-86 CONTINUED DRILLING WW#2. 30"" CONDUCTOR CEMENTED ON 01/09/2018. - ALGAYOUM STARTED INCREASING LOCATION ELEVATION 06/09/2018.",THAMAMA UNIT-9,15/07/2018 12:00:00 PM,0,,,,,,0.451
9/9/2018,BB-1238,BAB,"14,982.00","R-1: DISCUSSED SLOW PUMP RATE, SP2R# 04, LSR# 10 - HOT WORK.   NOTE: CCTV MONITORS AT RM & DS OFFICE NOT WORKING.  - NEXT LOCATION BB-1233. PROGRESS 70%.  - CELLAR POSITION&ORIENATION ACCEPTED BY GEODETIC. - WW-86 CONTINUED DRILLING WW#2. 30"" CONDUCTOR CEMENTED ON 01/09/2018. - ALGAYOUM STARTED INCREASING LOCATION ELEVATION 06/09/2018.",THAMAMA UNIT-9,15/07/2018 12:00:00 PM,0,,,,,,
